activity_id,user_id,steps,minutes_meditated,activity_type,date,calories_burned,gym_visit,week
9991,619,6763,23,Crossfit,2023-09-04,899.07,True,36
9992,424,12164,5,Bike Indoor,2023-02-04,506.08,True,5
9993,134,5217,25,Bike Indoor,2024-04-13,660.12,True,15
9994,788,19526,53,Caminhada,2023-03-09,77.97,False,10
9995,907,16272,14,Corrida,2023-07-08,777.16,True,27
9996,864,12734,28,Corrida,2023-02-10,540.62,True,6
9997,380,11353,35,Crossfit,2024-08-30,930.74,True,35
9998,667,3501,9,Corrida,2024-11-13,667.35,True,46
9999,277,13530,27,Bike Indoor,2023-03-08,684.11,True,10
10000,236,12394,58,Meditação,2023-11-04,44.59,False,44
10001,325,12096,0,Meditação,2024-06-12,35.35854890285561,True,24
10002,325,12402,0,Meditação,2024-06-13,23.54298240358773,True,24
10003,325,11751,0,Meditação,2024-06-14,47.00118833533159,True,24
10004,325,5549,0,Meditação,2024-06-15,35.944243949263736,True,24
10005,325,7126,0,Meditação,2024-06-16,17.7264975559061,True,24
10006,325,9574,0,Meditação,2024-06-17,11.301383277187416,True,25
10007,325,14959,0,Meditação,2024-06-18,28.71269344660658,True,25
10008,325,7839,0,Meditação,2024-06-19,46.23801460348468,True,25
10009,318,11582,0,Caminhada,2023-12-20,192.7156341189428,True,51
10010,318,7791,0,Caminhada,2023-12-21,54.33254487758308,True,51
10011,318,12948,0,Caminhada,2023-12-22,158.88968056340062,True,51
10012,318,11298,0,Caminhada,2023-12-23,242.08225614963496,True,51
10013,318,13550,0,Caminhada,2023-12-24,68.17833559292157,True,51
10014,318,10312,0,Caminhada,2023-12-25,181.8111122340285,True,52
10015,318,5528,0,Caminhada,2023-12-26,126.92542062674896,True,52
10016,318,6929,0,Caminhada,2023-12-27,272.0033378252576,True,52
10017,681,7971,0,Bike Indoor,2024-02-21,308.15981641985314,True,8
10018,681,9386,0,Bike Indoor,2024-02-22,427.75224521146464,True,8
10019,681,11602,0,Bike Indoor,2024-02-23,578.9076969248767,True,8
10020,681,6743,0,Bike Indoor,2024-02-24,495.2359989398914,True,8
10021,681,12731,0,Bike Indoor,2024-02-25,461.41023740605743,True,8
10022,681,11897,0,Bike Indoor,2024-02-26,683.5565033334814,True,9
10023,681,14671,0,Bike Indoor,2024-02-27,536.5729650200367,True,9
10024,681,9185,0,Bike Indoor,2024-02-28,325.5417031430528,True,9
10025,965,12136,0,Meditação,2024-05-22,34.16449425818764,True,21
10026,965,14779,0,Meditação,2024-05-23,17.16054303520864,True,21
10027,965,14511,0,Meditação,2024-05-24,39.505479024867554,True,21
10028,965,11802,0,Meditação,2024-05-25,12.720319688449404,True,21
10029,965,8482,0,Meditação,2024-05-26,43.67927193415945,True,21
10030,965,14032,0,Meditação,2024-05-27,37.74564263916672,True,22
10031,965,10181,0,Meditação,2024-05-28,44.60114879328299,True,22
10032,965,10940,0,Meditação,2024-05-29,34.69537124229756,True,22
10033,82,7506,0,Bike Indoor,2024-02-21,424.6597092963171,True,8
10034,82,12917,0,Bike Indoor,2024-02-22,534.8861467208072,True,8
10035,82,13526,0,Bike Indoor,2024-02-23,653.8162562419575,True,8
10036,82,11442,0,Bike Indoor,2024-02-24,329.46283521762587,True,8
10037,82,11814,0,Bike Indoor,2024-02-25,302.9633404757194,True,8
10038,82,5806,0,Bike Indoor,2024-02-26,390.0941913761465,True,9
10039,82,5018,0,Bike Indoor,2024-02-27,544.1916663862813,True,9
10040,82,7855,0,Bike Indoor,2024-02-28,460.65181047283744,True,9
10041,474,9819,0,Corrida,2023-08-23,579.8153823094216,True,34
10042,474,7032,0,Corrida,2023-08-24,449.5532749329097,True,34
10043,474,11655,0,Corrida,2023-08-25,711.2518251077015,True,34
10044,474,8307,0,Corrida,2023-08-26,689.7294671609022,True,34
10045,474,8240,0,Corrida,2023-08-27,400.8558823724585,True,34
10046,474,13348,0,Corrida,2023-08-28,646.6722153560787,True,35
10047,474,12458,0,Corrida,2023-08-29,758.2274455010939,True,35
10048,474,6735,0,Corrida,2023-08-30,696.3853978183043,True,35
10049,468,8484,0,Caminhada,2023-12-13,286.9621952224516,True,50
10050,468,13150,0,Caminhada,2023-12-14,176.98335766143077,True,50
10051,468,12785,0,Caminhada,2023-12-15,111.85889754305995,True,50
10052,468,12771,0,Caminhada,2023-12-16,257.44632109559126,True,50
10053,468,11386,0,Caminhada,2023-12-17,152.01182365358864,True,50
10054,468,11026,0,Caminhada,2023-12-18,242.24597131912736,True,51
10055,468,12739,0,Caminhada,2023-12-19,128.58451529630523,True,51
10056,468,11188,0,Caminhada,2023-12-20,292.1106427267429,True,51
10057,425,11046,0,Corrida,2023-08-23,449.9295406460336,True,34
10058,425,5707,0,Corrida,2023-08-24,565.0569459406872,True,34
10059,425,12397,0,Corrida,2023-08-25,756.9030785787578,True,34
10060,425,8689,0,Corrida,2023-08-26,557.5491104987385,True,34
10061,425,5121,0,Corrida,2023-08-27,750.4457882542576,True,34
10062,425,5734,0,Corrida,2023-08-28,625.631364567216,True,35
10063,425,11269,0,Corrida,2023-08-29,478.7150736697012,True,35
10064,425,7407,0,Corrida,2023-08-30,463.1207490188172,True,35
10065,945,11849,0,Corrida,2023-11-08,506.6352227353938,True,45
10066,945,11871,0,Corrida,2023-11-09,502.9394941129482,True,45
10067,945,11533,0,Corrida,2023-11-10,768.043558245625,True,45
10068,945,5174,0,Corrida,2023-11-11,544.55656725672,True,45
10069,945,8374,0,Corrida,2023-11-12,490.65690014127495,True,45
10070,945,11424,0,Corrida,2023-11-13,490.5922347553712,True,46
10071,945,8049,0,Corrida,2023-11-14,488.6722490648394,True,46
10072,945,12446,0,Corrida,2023-11-15,561.3226951903797,True,46
10073,689,7364,0,Bike Indoor,2023-08-30,650.3881781186533,True,35
10074,689,9181,0,Bike Indoor,2023-08-31,376.1649357313169,True,35
10075,689,7623,0,Bike Indoor,2023-09-01,628.3640323752861,True,35
10076,689,9299,0,Bike Indoor,2023-09-02,457.2966745048124,True,35
10077,689,8723,0,Bike Indoor,2023-09-03,488.5875667251978,True,35
10078,689,7095,0,Bike Indoor,2023-09-04,502.29765417102624,True,36
10079,689,11535,0,Bike Indoor,2023-09-05,390.28927031964514,True,36
10080,689,10327,0,Bike Indoor,2023-09-06,408.4541784729501,True,36
10081,204,7667,0,Caminhada,2023-10-18,286.1532642950306,True,42
10082,204,6121,0,Caminhada,2023-10-19,119.79095927554704,True,42
10083,204,5601,0,Caminhada,2023-10-20,255.0245639484145,True,42
10084,204,6052,0,Caminhada,2023-10-21,128.903050137494,True,42
10085,204,5522,0,Caminhada,2023-10-22,83.96070484129251,True,42
10086,204,9213,0,Caminhada,2023-10-23,227.97000205403364,True,43
10087,204,13404,0,Caminhada,2023-10-24,88.16819575646312,True,43
10088,204,7870,0,Caminhada,2023-10-25,173.74800094154693,True,43
10089,583,14492,0,Bike Indoor,2024-03-06,523.1596405515518,True,10
10090,583,13951,0,Bike Indoor,2024-03-07,351.7499788467393,True,10
10091,583,5209,0,Bike Indoor,2024-03-08,312.9311434673932,True,10
10092,583,9012,0,Bike Indoor,2024-03-09,571.7069294167813,True,10
10093,583,10899,0,Bike Indoor,2024-03-10,642.4151506811917,True,10
10094,583,6403,0,Bike Indoor,2024-03-11,463.1398572014167,True,11
10095,583,11034,0,Bike Indoor,2024-03-12,579.1965465068126,True,11
10096,583,12435,0,Bike Indoor,2024-03-13,647.9714480624875,True,11
10097,387,13612,0,Caminhada,2024-05-29,190.74321460989063,True,22
10098,387,9175,0,Caminhada,2024-05-30,201.9970465721902,True,22
10099,387,13046,0,Caminhada,2024-05-31,235.49777503042372,True,22
10100,387,11534,0,Caminhada,2024-06-01,53.59349232217279,True,22
10101,387,5524,0,Caminhada,2024-06-02,134.52145503811028,True,22
10102,387,13613,0,Caminhada,2024-06-03,190.51310348734,True,23
10103,387,13129,0,Caminhada,2024-06-04,75.88816647333722,True,23
10104,387,5722,0,Caminhada,2024-06-05,249.86109684947223,True,23
10105,778,7316,0,Meditação,2024-03-13,20.220993844122365,True,11
10106,778,9267,0,Meditação,2024-03-14,49.08636813578865,True,11
10107,778,12808,0,Meditação,2024-03-15,27.235803428952423,True,11
10108,778,12687,0,Meditação,2024-03-16,21.2280459477251,True,11
10109,778,9345,0,Meditação,2024-03-17,30.353909281835875,True,11
10110,778,7833,0,Meditação,2024-03-18,42.59285980913804,True,12
10111,778,12979,0,Meditação,2024-03-19,25.590549585465396,True,12
10112,778,13830,0,Meditação,2024-03-20,35.670184912138936,True,12
10113,98,12597,0,Meditação,2024-02-07,35.37853920776367,True,6
10114,98,5239,0,Meditação,2024-02-08,46.0447433650215,True,6
10115,98,7871,0,Meditação,2024-02-09,46.5378012448742,True,6
10116,98,5717,0,Meditação,2024-02-10,16.12431320084319,True,6
10117,98,8824,0,Meditação,2024-02-11,31.04087358521141,True,6
10118,98,14332,0,Meditação,2024-02-12,10.411416057400489,True,7
10119,98,5038,0,Meditação,2024-02-13,48.74459792625449,True,7
10120,98,5047,0,Meditação,2024-02-14,48.1651528801619,True,7
10121,345,14026,0,Corrida,2024-02-28,766.0479969684427,True,9
10122,345,9863,0,Corrida,2024-02-29,534.4847549838183,True,9
10123,345,5935,0,Corrida,2024-03-01,629.6832060553817,True,9
10124,345,13081,0,Corrida,2024-03-02,467.1859651379561,True,9
10125,345,14001,0,Corrida,2024-03-03,428.8960460520507,True,9
10126,345,6753,0,Corrida,2024-03-04,649.8459765690491,True,10
10127,345,5959,0,Corrida,2024-03-05,676.614348154555,True,10
10128,345,14918,0,Corrida,2024-03-06,499.47574865369313,True,10
10129,803,12444,0,Caminhada,2024-05-29,141.32931244600712,True,22
10130,803,8678,0,Caminhada,2024-05-30,189.2624260121308,True,22
10131,803,5259,0,Caminhada,2024-05-31,240.4650413846959,True,22
10132,803,7102,0,Caminhada,2024-06-01,218.3432885146883,True,22
10133,803,8359,0,Caminhada,2024-06-02,250.81051394288497,True,22
10134,803,5456,0,Caminhada,2024-06-03,269.8485100947417,True,23
10135,803,14406,0,Caminhada,2024-06-04,150.1459480301322,True,23
10136,803,9873,0,Caminhada,2024-06-05,269.0462956511984,True,23
10137,208,9252,0,Caminhada,2023-08-16,55.92202845076789,True,33
10138,208,14985,0,Caminhada,2023-08-17,103.9382249308284,True,33
10139,208,8124,0,Caminhada,2023-08-18,288.6305500929558,True,33
10140,208,11390,0,Caminhada,2023-08-19,222.01751128717848,True,33
10141,208,5963,0,Caminhada,2023-08-20,266.22279793901134,True,33
10142,208,10836,0,Caminhada,2023-08-21,270.7130548359613,True,34
10143,208,10530,0,Caminhada,2023-08-22,110.24432075349988,True,34
10144,208,14749,0,Caminhada,2023-08-23,70.61624624238043,True,34
10145,514,6468,0,Meditação,2024-07-10,45.99540166997591,True,28
10146,514,6915,0,Meditação,2024-07-11,15.16909919294964,True,28
10147,514,14557,0,Meditação,2024-07-12,28.42833263826664,True,28
10148,514,11474,0,Meditação,2024-07-13,12.216171641977835,True,28
10149,514,11883,0,Meditação,2024-07-14,21.41892251764421,True,28
10150,514,7919,0,Meditação,2024-07-15,29.29162193182369,True,29
10151,514,6132,0,Meditação,2024-07-16,42.00371487554324,True,29
10152,514,13370,0,Meditação,2024-07-17,29.828092435163672,True,29
10153,636,11801,0,Crossfit,2023-10-04,783.1526750604656,True,40
10154,636,5208,0,Crossfit,2023-10-05,731.6193394494936,True,40
10155,636,10544,0,Crossfit,2023-10-06,558.2180090900546,True,40
10156,636,9841,0,Crossfit,2023-10-07,881.0517274245148,True,40
10157,636,10660,0,Crossfit,2023-10-08,962.6822356920638,True,40
10158,636,14129,0,Crossfit,2023-10-09,765.5604502988417,True,41
10159,636,9315,0,Crossfit,2023-10-10,698.8643346166805,True,41
10160,636,8745,0,Crossfit,2023-10-11,755.2969276617935,True,41
10161,792,10263,0,Caminhada,2024-02-14,167.68309652137492,True,7
10162,792,9124,0,Caminhada,2024-02-15,250.96354145892727,True,7
10163,792,13206,0,Caminhada,2024-02-16,247.65914625864957,True,7
10164,792,9919,0,Caminhada,2024-02-17,70.63491734925621,True,7
10165,792,13083,0,Caminhada,2024-02-18,187.36931497699868,True,7
10166,792,9097,0,Caminhada,2024-02-19,194.18690499282195,True,8
10167,792,9974,0,Caminhada,2024-02-20,178.07281535701154,True,8
10168,792,10789,0,Caminhada,2024-02-21,126.7080351050754,True,8
10169,166,5645,0,Caminhada,2024-03-27,136.97986407706284,True,13
10170,166,7816,0,Caminhada,2024-03-28,199.36562632700523,True,13
10171,166,13802,0,Caminhada,2024-03-29,72.36277790658123,True,13
10172,166,12674,0,Caminhada,2024-03-30,72.56364154717227,True,13
10173,166,12751,0,Caminhada,2024-03-31,297.8420987647773,True,13
10174,166,6830,0,Caminhada,2024-04-01,53.83429546064054,True,14
10175,166,7590,0,Caminhada,2024-04-02,56.55031346790749,True,14
10176,166,8122,0,Caminhada,2024-04-03,214.0208116198372,True,14
10177,22,5624,0,Bike Indoor,2023-11-15,575.1680359245061,True,46
10178,22,9536,0,Bike Indoor,2023-11-16,377.60708605954926,True,46
10179,22,5143,0,Bike Indoor,2023-11-17,659.5652351143739,True,46
10180,22,5271,0,Bike Indoor,2023-11-18,577.6427726756406,True,46
10181,22,10466,0,Bike Indoor,2023-11-19,496.86918655607406,True,46
10182,22,7041,0,Bike Indoor,2023-11-20,302.6308597656946,True,47
10183,22,6529,0,Bike Indoor,2023-11-21,323.5109877783844,True,47
10184,22,13855,0,Bike Indoor,2023-11-22,610.474882487664,True,47
10185,154,5452,0,Caminhada,2024-07-03,98.44896605734591,True,27
10186,154,7543,0,Caminhada,2024-07-04,276.7655927603321,True,27
10187,154,9284,0,Caminhada,2024-07-05,51.475069147690135,True,27
10188,154,6231,0,Caminhada,2024-07-06,50.78990992379382,True,27
10189,154,12236,0,Caminhada,2024-07-07,231.95623431091627,True,27
10190,154,11740,0,Caminhada,2024-07-08,74.74862420422392,True,28
10191,154,8506,0,Caminhada,2024-07-09,285.0418297663443,True,28
10192,154,13150,0,Caminhada,2024-07-10,85.29463913804967,True,28
10193,939,12004,0,Bike Indoor,2024-01-24,476.0713322166045,True,4
10194,939,10861,0,Bike Indoor,2024-01-25,302.13548961264445,True,4
10195,939,10062,0,Bike Indoor,2024-01-26,368.27373592281447,True,4
10196,939,8164,0,Bike Indoor,2024-01-27,494.59560098252007,True,4
10197,939,5236,0,Bike Indoor,2024-01-28,318.9887659693047,True,4
10198,939,10907,0,Bike Indoor,2024-01-29,371.4360771107066,True,5
10199,939,13823,0,Bike Indoor,2024-01-30,612.4370226937426,True,5
10200,939,8135,0,Bike Indoor,2024-01-31,335.7519420829548,True,5
10201,439,7350,0,Crossfit,2024-04-10,725.0538081259771,True,15
10202,439,10804,0,Crossfit,2024-04-11,551.0255427540687,True,15
10203,439,11849,0,Crossfit,2024-04-12,543.1372944181829,True,15
10204,439,7251,0,Crossfit,2024-04-13,767.6973228768807,True,15
10205,439,7586,0,Crossfit,2024-04-14,615.7726141682178,True,15
10206,439,5626,0,Crossfit,2024-04-15,895.401246106633,True,16
10207,439,13351,0,Crossfit,2024-04-16,683.2686780283387,True,16
10208,439,14459,0,Crossfit,2024-04-17,526.5760812858263,True,16
10209,219,12673,0,Crossfit,2023-10-04,944.0213858703682,True,40
10210,219,5499,0,Crossfit,2023-10-05,842.7951663936985,True,40
10211,219,6846,0,Crossfit,2023-10-06,953.0085474420272,True,40
10212,219,8854,0,Crossfit,2023-10-07,636.5110926354383,True,40
10213,219,7624,0,Crossfit,2023-10-08,802.2820833863236,True,40
10214,219,12744,0,Crossfit,2023-10-09,698.4538332986655,True,41
10215,219,7949,0,Crossfit,2023-10-10,675.6414614990506,True,41
10216,219,9954,0,Crossfit,2023-10-11,776.4571251389098,True,41
10217,669,12018,0,Bike Indoor,2024-04-17,639.4745854734201,True,16
10218,669,8125,0,Bike Indoor,2024-04-18,371.9402148296838,True,16
10219,669,12360,0,Bike Indoor,2024-04-19,422.9539663665347,True,16
10220,669,12196,0,Bike Indoor,2024-04-20,422.1702221683417,True,16
10221,669,6092,0,Bike Indoor,2024-04-21,425.0640844271343,True,16
10222,669,13324,0,Bike Indoor,2024-04-22,301.769663819242,True,17
10223,669,13207,0,Bike Indoor,2024-04-23,465.5944604114418,True,17
10224,669,10702,0,Bike Indoor,2024-04-24,577.2495459390025,True,17
10225,495,8951,0,Caminhada,2024-07-03,157.24476537505032,True,27
10226,495,11315,0,Caminhada,2024-07-04,93.98827747943878,True,27
10227,495,6149,0,Caminhada,2024-07-05,292.6937743333497,True,27
10228,495,8770,0,Caminhada,2024-07-06,119.5312321043601,True,27
10229,495,5481,0,Caminhada,2024-07-07,87.6155931153476,True,27
10230,495,12814,0,Caminhada,2024-07-08,219.4786191671624,True,28
10231,495,8234,0,Caminhada,2024-07-09,110.26094658591774,True,28
10232,495,10919,0,Caminhada,2024-07-10,113.23828103381992,True,28
10233,230,9695,0,Meditação,2024-06-12,24.311648525591195,True,24
10234,230,10160,0,Meditação,2024-06-13,24.159822776279324,True,24
10235,230,12937,0,Meditação,2024-06-14,43.80194346455124,True,24
10236,230,5266,0,Meditação,2024-06-15,44.05816176002034,True,24
10237,230,9827,0,Meditação,2024-06-16,28.14705202510614,True,24
10238,230,8729,0,Meditação,2024-06-17,33.228102072804475,True,25
10239,230,5279,0,Meditação,2024-06-18,22.85931611386987,True,25
10240,230,10108,0,Meditação,2024-06-19,31.74553834480335,True,25
10241,20,7570,0,Crossfit,2024-05-01,925.8276965348036,True,18
10242,20,9550,0,Crossfit,2024-05-02,680.5378030479183,True,18
10243,20,11628,0,Crossfit,2024-05-03,636.9610551594267,True,18
10244,20,12660,0,Crossfit,2024-05-04,622.6656677245662,True,18
10245,20,13116,0,Crossfit,2024-05-05,842.8871001594966,True,18
10246,20,11508,0,Crossfit,2024-05-06,633.4091074732371,True,19
10247,20,13041,0,Crossfit,2024-05-07,520.2245928150992,True,19
10248,20,7440,0,Crossfit,2024-05-08,997.7373638237458,True,19
10249,987,11475,0,Meditação,2024-03-13,29.861050974429403,True,11
10250,987,12570,0,Meditação,2024-03-14,24.208582518073257,True,11
10251,987,6624,0,Meditação,2024-03-15,23.83517996376551,True,11
10252,987,7716,0,Meditação,2024-03-16,40.92116483099967,True,11
10253,987,5824,0,Meditação,2024-03-17,32.817316820081075,True,11
10254,987,5090,0,Meditação,2024-03-18,26.87999239895861,True,12
10255,987,12807,0,Meditação,2024-03-19,15.955496933595242,True,12
10256,987,5314,0,Meditação,2024-03-20,17.81141631731689,True,12
10257,553,14130,0,Bike Indoor,2023-11-29,353.98613641938454,True,48
10258,553,11331,0,Bike Indoor,2023-11-30,312.9656296239674,True,48
10259,553,6409,0,Bike Indoor,2023-12-01,396.9541658826005,True,48
10260,553,7799,0,Bike Indoor,2023-12-02,552.0467467377262,True,48
10261,553,9798,0,Bike Indoor,2023-12-03,401.8686260069024,True,48
10262,553,10113,0,Bike Indoor,2023-12-04,586.1237352638625,True,49
10263,553,11780,0,Bike Indoor,2023-12-05,624.5063037264424,True,49
10264,553,6818,0,Bike Indoor,2023-12-06,407.09307350294034,True,49
10265,950,12971,0,Corrida,2024-04-03,446.52625992658335,True,14
10266,950,8199,0,Corrida,2024-04-04,724.0099540754563,True,14
10267,950,9943,0,Corrida,2024-04-05,586.4849507370619,True,14
10268,950,7510,0,Corrida,2024-04-06,792.6149145469465,True,14
10269,950,13447,0,Corrida,2024-04-07,670.9859104281741,True,14
10270,950,12173,0,Corrida,2024-04-08,744.1190629796004,True,15
10271,950,13848,0,Corrida,2024-04-09,656.4646222675758,True,15
10272,950,11913,0,Corrida,2024-04-10,685.1893025854422,True,15
10273,148,6291,0,Bike Indoor,2024-04-17,399.4993198633685,True,16
10274,148,12563,0,Bike Indoor,2024-04-18,628.8638638116993,True,16
10275,148,12846,0,Bike Indoor,2024-04-19,555.178328985006,True,16
10276,148,10224,0,Bike Indoor,2024-04-20,643.1900108498294,True,16
10277,148,11504,0,Bike Indoor,2024-04-21,695.6211879024949,True,16
10278,148,7861,0,Bike Indoor,2024-04-22,549.4039110242092,True,17
10279,148,9910,0,Bike Indoor,2024-04-23,604.2570833019262,True,17
10280,148,9175,0,Bike Indoor,2024-04-24,425.2291123639825,True,17
10281,108,6585,0,Caminhada,2023-12-13,241.78147876482456,True,50
10282,108,7013,0,Caminhada,2023-12-14,218.11999286591487,True,50
10283,108,6299,0,Caminhada,2023-12-15,68.21429973312019,True,50
10284,108,13524,0,Caminhada,2023-12-16,218.51595467570775,True,50
10285,108,8537,0,Caminhada,2023-12-17,145.79724029682197,True,50
10286,108,10501,0,Caminhada,2023-12-18,270.0280581244882,True,51
10287,108,14194,0,Caminhada,2023-12-19,81.89352386528857,True,51
10288,108,9173,0,Caminhada,2023-12-20,285.635450947591,True,51
10289,403,6908,0,Caminhada,2024-06-05,74.9214393638998,True,23
10290,403,13252,0,Caminhada,2024-06-06,189.90330866631297,True,23
10291,403,9616,0,Caminhada,2024-06-07,246.1498381456904,True,23
10292,403,13422,0,Caminhada,2024-06-08,280.1277403868876,True,23
10293,403,13073,0,Caminhada,2024-06-09,244.03326610697883,True,23
10294,403,9183,0,Caminhada,2024-06-10,158.2108919047403,True,24
10295,403,7274,0,Caminhada,2024-06-11,153.33226851824924,True,24
10296,403,6267,0,Caminhada,2024-06-12,232.95767417183663,True,24
10297,596,9526,0,Bike Indoor,2024-02-21,504.8005438738504,True,8
10298,596,10590,0,Bike Indoor,2024-02-22,339.7176450438362,True,8
10299,596,5146,0,Bike Indoor,2024-02-23,451.43406524285774,True,8
10300,596,8884,0,Bike Indoor,2024-02-24,325.09168009784514,True,8
10301,596,8884,0,Bike Indoor,2024-02-25,647.9866765092326,True,8
10302,596,8461,0,Bike Indoor,2024-02-26,324.65486189781933,True,9
10303,596,6740,0,Bike Indoor,2024-02-27,380.1655213644822,True,9
10304,596,5392,0,Bike Indoor,2024-02-28,559.5212301583949,True,9
10305,367,14865,0,Caminhada,2024-02-14,74.74308260019015,True,7
10306,367,12860,0,Caminhada,2024-02-15,236.8246205539075,True,7
10307,367,5560,0,Caminhada,2024-02-16,117.85541212568673,True,7
10308,367,14366,0,Caminhada,2024-02-17,291.62635946535295,True,7
10309,367,12560,0,Caminhada,2024-02-18,60.07917244223078,True,7
10310,367,11873,0,Caminhada,2024-02-19,63.16944462993224,True,8
10311,367,11371,0,Caminhada,2024-02-20,139.08094644265108,True,8
10312,367,8835,0,Caminhada,2024-02-21,195.6090467249835,True,8
10313,834,7632,0,Crossfit,2023-10-04,964.4744409098691,True,40
10314,834,6031,0,Crossfit,2023-10-05,528.9250831878833,True,40
10315,834,7199,0,Crossfit,2023-10-06,538.6578230731376,True,40
10316,834,12587,0,Crossfit,2023-10-07,912.629478477874,True,40
10317,834,8839,0,Crossfit,2023-10-08,946.9982914422428,True,40
10318,834,14645,0,Crossfit,2023-10-09,677.7578090513275,True,41
10319,834,8131,0,Crossfit,2023-10-10,966.1294369505752,True,41
10320,834,6193,0,Crossfit,2023-10-11,805.6050016455822,True,41
10321,414,11588,0,Caminhada,2024-02-14,293.50735545036866,True,7
10322,414,11095,0,Caminhada,2024-02-15,91.93993200476557,True,7
10323,414,14958,0,Caminhada,2024-02-16,191.0293175210408,True,7
10324,414,5252,0,Caminhada,2024-02-17,204.1404029514006,True,7
10325,414,11790,0,Caminhada,2024-02-18,283.0540965682921,True,7
10326,414,13448,0,Caminhada,2024-02-19,298.75721063381025,True,8
10327,414,14671,0,Caminhada,2024-02-20,70.64171523038208,True,8
10328,414,7601,0,Caminhada,2024-02-21,234.89701443868864,True,8
10329,918,12768,0,Bike Indoor,2023-11-29,500.97528397114775,True,48
10330,918,11927,0,Bike Indoor,2023-11-30,630.0636201174304,True,48
10331,918,8039,0,Bike Indoor,2023-12-01,343.4756550973992,True,48
10332,918,12835,0,Bike Indoor,2023-12-02,311.54887313546004,True,48
10333,918,7710,0,Bike Indoor,2023-12-03,532.2750823130394,True,48
10334,918,5095,0,Bike Indoor,2023-12-04,301.1082021463357,True,49
10335,918,5243,0,Bike Indoor,2023-12-05,418.2643530191459,True,49
10336,918,9371,0,Bike Indoor,2023-12-06,650.2137930797317,True,49
10337,835,12267,0,Corrida,2023-11-22,780.3601741935919,True,47
10338,835,14869,0,Corrida,2023-11-23,413.19635531570384,True,47
10339,835,5601,0,Corrida,2023-11-24,443.1600608879584,True,47
10340,835,8512,0,Corrida,2023-11-25,766.8998206581339,True,47
10341,835,11793,0,Corrida,2023-11-26,716.130824735407,True,47
10342,835,14265,0,Corrida,2023-11-27,713.8627622692584,True,48
10343,835,11111,0,Corrida,2023-11-28,452.4803064642156,True,48
10344,835,9064,0,Corrida,2023-11-29,429.4625754791855,True,48
10345,134,12107,0,Crossfit,2024-01-10,570.7785440728339,True,2
10346,134,5192,0,Crossfit,2024-01-11,922.3747812650906,True,2
10347,134,6161,0,Crossfit,2024-01-12,605.5599447414396,True,2
10348,134,12478,0,Crossfit,2024-01-13,948.7690802838454,True,2
10349,134,11330,0,Crossfit,2024-01-14,844.2524504401148,True,2
10350,134,8540,0,Crossfit,2024-01-15,823.6527969233989,True,3
10351,134,7135,0,Crossfit,2024-01-16,502.0413904959718,True,3
10352,134,10893,0,Crossfit,2024-01-17,984.7626330119537,True,3
10353,719,8833,0,Bike Indoor,2024-03-06,624.7221804672206,True,10
10354,719,6865,0,Bike Indoor,2024-03-07,410.04446523966953,True,10
10355,719,14038,0,Bike Indoor,2024-03-08,459.9500141151856,True,10
10356,719,7903,0,Bike Indoor,2024-03-09,473.5905684915061,True,10
10357,719,10593,0,Bike Indoor,2024-03-10,401.6212348474471,True,10
10358,719,8091,0,Bike Indoor,2024-03-11,415.1619920724422,True,11
10359,719,7753,0,Bike Indoor,2024-03-12,514.6760659127591,True,11
10360,719,6991,0,Bike Indoor,2024-03-13,668.2652266724317,True,11
10361,283,6297,0,Corrida,2023-08-23,570.3439455039086,True,34
10362,283,6287,0,Corrida,2023-08-24,440.2816469868858,True,34
10363,283,12218,0,Corrida,2023-08-25,523.436148305995,True,34
10364,283,12012,0,Corrida,2023-08-26,461.3278754149544,True,34
10365,283,13824,0,Corrida,2023-08-27,626.5525384226688,True,34
10366,283,12483,0,Corrida,2023-08-28,693.0500352495008,True,35
10367,283,5222,0,Corrida,2023-08-29,624.2406443365218,True,35
10368,283,9883,0,Corrida,2023-08-30,687.6556434354326,True,35
10369,778,5770,0,Corrida,2023-12-27,455.750549277675,True,52
10370,778,7432,0,Corrida,2023-12-28,416.0262736524866,True,52
10371,778,13896,0,Corrida,2023-12-29,750.9289340752428,True,52
10372,778,9203,0,Corrida,2023-12-30,741.308284165303,True,52
10373,778,11401,0,Corrida,2023-12-31,403.3356400016031,True,52
10374,778,5351,0,Corrida,2024-01-01,721.5604276542367,True,1
10375,778,8555,0,Corrida,2024-01-02,560.1875557629139,True,1
10376,778,14910,0,Corrida,2024-01-03,496.6461461218335,True,1
10377,73,12722,0,Caminhada,2024-01-31,271.6012746028973,True,5
10378,73,9470,0,Caminhada,2024-02-01,71.64339455568673,True,5
10379,73,6524,0,Caminhada,2024-02-02,209.051995427932,True,5
10380,73,8163,0,Caminhada,2024-02-03,270.4326770885275,True,5
10381,73,9809,0,Caminhada,2024-02-04,87.59957730721864,True,5
10382,73,5610,0,Caminhada,2024-02-05,251.3622394205808,True,6
10383,73,5228,0,Caminhada,2024-02-06,196.5495162131528,True,6
10384,73,11874,0,Caminhada,2024-02-07,111.41616632032742,True,6
10385,481,14500,0,Crossfit,2024-04-10,980.4643650171,True,15
10386,481,8250,0,Crossfit,2024-04-11,678.0011795787555,True,15
10387,481,5921,0,Crossfit,2024-04-12,716.9224309363364,True,15
10388,481,8402,0,Crossfit,2024-04-13,528.9993264680639,True,15
